parKurumaNo,parHinban,ParamList,parHMCount,parType,KurumaInfo,parJunsei,parMakerNo,parHinmokuNos,parMakerNos,parSyadaiNo,CallHinban
,"['', '']","['16606', '0094', '', ' ']",,,"['133840', '1', 'ﾄﾖﾀ', '26', 'ﾊｲｴｰｽ 3000 ﾊﾞﾝ ﾛﾝｸﾞ ﾀｰﾎﾞ', '16606', '0049-0064 0089-0096', 'LDF-KDH206K', '1007', '1711', '1KDFTV', '3000']",,,"['', '']","['', '']",,
,['54501-AX00B '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['54500-AX00B '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['48640-3U025 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['48520-3U025 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['48521-3U025 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['48521-3U025 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
126188 ,"['', '']","['', '']",78 ,,"['', '']",,,"['4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270', '5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020', '6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,
126188 ,"['', '']","['', '']",100 ,,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,
116440 ,"['', '']","['', '']",78 ,,"['', '']",,,"['4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270', '5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020', '6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,
116440 ,"['', '']","['', '']",100 ,,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,
116439 ,"['', '']","['', '']",78 ,,"['', '']",,,"['4843', '4844', '4860', '4861', '4862', '4880', '4900', '4901', '4902', '4960', '4972', '4973', '4974', '4975', '4983', '4984', '4985', '5020', '5060', '5061', '5062', '5101', '5160', '5220', '5221', '5222', '5260', '5270', '5280', '5290', '5320', '5340', '5380', '5420', '5440', '5460', '5480', '5500', '5510', '5511', '5512', '5520', '5570', '5580', '5620', '5622', '5625', '5630', '5660', '5700', '5701', '5702', '5740', '5741', '5742', '5780', '5800', '5820', '5840', '5860', '5880', '5900', '5920', '5940', '5960', '5980', '6000', '6020', '6040', '6060', '6080', '6100', '6120', '6140', '6160', '6180', '6190', '6210 ']","['2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,
116439 ,"['', '']","['', '']",100 ,,"['', '']",,,"['3800', '3801', '3802', '4740', '4740', '4741', '4741', '4742', '4742', '3803', '5740', '5740', '3840', '3841', '3842', '3845', '3851', '3843', '3844', '4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853', '3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310', '2380', '2420', '2421', '2422', '2423', '2880', '3800', '3801', '3802', '3880', '3881', '3882', '4620', '4650', '4700', '4701', '4702', '4740', '4741', '4742', '4743', '4745', '4780', '4781', '4782', '4783', '4784', '4785', '4786', '4840', '4841', '4842 ']","['1040', '1040', '1040', '1040', '2840', '1040', '2840', '1040', '2840', '1040', '1040', '2480', '1040', '1040', '1040', '1040', '1040', '1040', '1040', '2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840 ']",0,
,['PL7001 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
137251 ,"['', '']","['', '']",10 ,,"['', '']",,,"['2060', '2060', '2061', '2061', '2062', '2062', '2063', '2063', '5270', '5020 ']","['2480', '2520', '2480', '2520', '2480', '2520', '2480', '2520', '2840', '2840 ']",0,
134484 ,"['', '']","['', '']",10 ,,"['', '']",,,"['2060', '2060', '2061', '2061', '2062', '2062', '2063', '2063', '5270', '5020 ']","['2480', '2520', '2480', '2520', '2480', '2520', '2480', '2520', '2840', '2840 ']",0,
113112 ,"['', '']","['', '']",9 ,,"['', '']",,,"['2300', '2301', '2302', '2303', '2340', '2341', '2342', '2343', '2344 ']","['2180', '2180', '2180', '2180', '2180', '2180', '2180', '2180', '2180 ']",0,
,"['', '']","['16710', '0008', '', ' ']",,,"['134484', '6', 'ﾀﾞｲﾊﾂ', '15', 'ﾑｰﾌﾞ 660 DOHC', '16710', '0002 0008', 'DBA-LA100S', '1012', '1212', 'KFVE', '660']",,,"['', '']","['', '']",,
,"['', '']","['11944', '0008', '', ' ']",,,"['113112', '8', 'ｽｽﾞｷ', '16', 'ﾜｺﾞﾝR 660 DOHC', '11944', '0008', 'UA-MH21S', '0309', '0404', 'K6A', '660']",,,"['', '']","['', '']",,
,"['', '']","['15096', '0001', '', ' ']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,
116440 ,"['', '']","['', '']",40 ,,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,
116439 ,"['', '']","['', '']",40 ,,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,
102277 ,"['', '']","['', '']",1 ,,"['', '']",,,['2460 '],['2290 '],0,
116440 ,"['', '']","['', '']",40 ,,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,
116439 ,"['', '']","['', '']",40 ,,"['', '']",,,"['4743', '4743', '4745', '4900', '4900', '4901', '4901', '4902', '4902', '5660', '5620', '5622', '5625', '3845', '4700', '4701', '4702', '4840', '4841', '4842', '4843', '4844', '4860', '4861', '4862', '5700', '5700', '5701', '5701', '5702', '5702', '5820', '5860', '6000', '6020', '6080', '6100', '6120', '6180', '3853 ']","['2840', '4280', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '1040', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280', '2840', '4280', '2840', '4280', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '2840', '4280 ']",0,
102277 ,"['', '']","['', '']",8 ,,"['', '']",,,"['3880', '3880', '3881', '3881', '3882', '3882', '4300', '4300 ']","['2840', '4280', '2840', '4280', '2840', '4280', '4360', '3600 ']",0,
102277 ,"['', '']","['', '']",42 ,,"['', '']",,,"['3360', '3360', '3360', '3361', '3361', '3361', '3362', '3362', '3362', '3363', '3363', '3363', '3364', '3364', '3364', '3365', '3365', '3365', '3366', '3366', '3366', '3380', '3380', '3380', '3381', '3381', '3381', '3382', '3382', '3382', '3383', '3383', '3383', '3384', '3384', '3384', '3385', '3385', '3385', '3386', '3386', '3386 ']","['2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340', '2800', '2820', '4340 ']",0,
,['1907097207 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['1907097207 '],"['', '']",,,"['', '']",,,"['', '']","['', '']",,1907097207
,['44119-67H00 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['44118-67H00 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
102277 ,"['', '']","['', '']",28 ,,"['', '']",,,"['3360', '3360', '3361', '3361', '3362', '3362', '3363', '3363', '3364', '3364', '3365', '3365', '3366', '3366', '3380', '3380', '3381', '3381', '3382', '3382', '3383', '3383', '3384', '3384', '3385', '3385', '3386', '3386 ']","['2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320', '2780', '4320 ']",0,
,['41700-79A01 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['41602-65H10 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['41601-65H10 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
102277 ,"['', '']","['', '']",9 ,,"['', '']",,,"['3760', '3760', '3761', '3761', '3762', '3762', '5660', '8570', '8310 ']","['2240', '4400', '2240', '4400', '2240', '4400', '2840', '1040', '1040 ']",0,
,['147500250 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['147500250 '],"['', '']",,,"['', '']",,,"['', '']","['', '']",,147500250
102277 ,"['', '']","['', '']",1 ,,"['', '']",,,['1700 '],['2300 '],0,
,['1475002502 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['1475002502 '],"['', '']",,,"['', '']",,,"['', '']","['', '']",,1475002502
,"['', '']","['15096', '0001', '', ' ']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,
102277 ,"['', '']","['', '']",1 ,,"['', '']",,,['1680 '],['2300 '],0,
,"['', '']","['15096', '0001', '', ' ']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,
,"['', '']","['15096', '0001', '', ' ']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,
102277 ,"['', '']","['', '']",2 ,,"['', '']",,,"['1660', '1660 ']","['2300', '4060 ']",0,
,"['', '']","['15096', '0001', '', ' ']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,
102277 ,"['', '']","['', '']",9 ,,"['', '']",,,"['1380', '1420', '1381', '1421', '1382', '1422', '3320', '3321', '3322 ']","['4280', '4280', '4280', '4280', '4280', '4280', '4280', '4280', '4280 ']",0,
,['6000VV '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['BRG491 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['22400-78821-C '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
126005 ,"['', '']","['', '']",21 ,,"['', '']",,,"['2580', '2600', '2620', '2840', '2860', '2880', '2880', '2900', '2900', '2660', '2660', '2660', '2660', '2660', '2670', '2670', '2680', '2680', '2680', '2700', '2700 ']","['2660', '2660', '2660', '2420', '2420', '2840', '4280', '2660', '2200', '2200', '2340', '4600', '2660', '1040', '2200', '2340', '2200', '2340', '4600', '2200', '2340 ']",0,
126004 ,"['', '']","['', '']",21 ,,"['', '']",,,"['2580', '2600', '2620', '2840', '2860', '2880', '2880', '2900', '2900', '2660', '2660', '2660', '2660', '2660', '2670', '2670', '2680', '2680', '2680', '2700', '2700 ']","['2660', '2660', '2660', '2420', '2420', '2840', '4280', '2660', '2200', '2200', '2340', '4600', '2660', '1040', '2200', '2340', '2200', '2340', '4600', '2200', '2340 ']",0,
,"['', '']","['15096', '0001', '', ' ']",,,"['116439', '2', '日産', '28', 'ﾏｰﾁ 1500 DOHC', '15096', '0001-0004', 'DBA-YK12', '0508', '0706', 'HR15DE', '1500']",,,"['', '']","['', '']",,
,"['', '']","['15199', '0604', '', ' ']",,,"['126004', '8', 'ｽｽﾞｷ', '11', 'ｷｬﾘｰ 660 ﾄﾗｯｸ DOHC', '15199', '0604', 'EBD-DA65T', '0601', '1005', 'K6A', '660']",,,"['', '']","['', '']",,
,['48203-3U025 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['48203-3U025 '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['20651-ED10A '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['20651-ED10A '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
,['20695-ED10A '],"['', '']",,,"['', '']",0 ,0,"['', '']","['', '']",,
